Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Mese,Costo Totale
BEVERAGE,SOFDRINK,BEV.SOF.00028,SUCCO CONCENTRATO ARANCIA ROSSA 4GKX4PZ,PZ,PZ,1,41.75,4,167,08_Agosto,167
BEVERAGE,SOFDRINK,BEV.SOF.00029,SUCCO CONCENTRATO ACE 4GKX4PZ,PZ,PZ,1,41.75,6,250.5,08_Agosto,250.5
BEVERAGE,SOFDRINK,BEV.SOF.00030,SUCCO CONCENTRATO ANANAS 4GKX4PZ,PZ,PZ,1,41.75,7,292.25,08_Agosto,292.25
BEVERAGE,SOFDRINK,BEV.SOF.00031,SUCCO CONCENTRATO ARANCIA BIONDA 4GKX4PZ,PZ,PZ,1,41.75,6,250.5,08_Agosto,250.5
FOOD,BURR,FOO.BUR.00001,BURRO MONO 1CFX100PZ,CF,PZ,100,10.6585,13,129.2346,08_Agosto,138.56
FOOD,CARNEROS,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1,7.664,56.21,430.2423,08_Agosto,430.79
FOOD,CEREALI,FOO.CER.00001,CEREALI RISO SOFFIATO CACAO ALPEDI' 1KG,KG,KG,1,3.8395,4,14.4477,08_Agosto,15.36
FOOD,CEREALI,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1,3.8219,3,8.3619,08_Agosto,11.47
FOOD,CEREALI,FOO.CER.00003,CEREALI RISO SOFFIATO ALPEDI' 1KG,KG,KG,1,2.411,1,3.6705,08_Agosto,2.41
FOOD,CEREALI,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1,5.1664,9,44.7858,08_Agosto,46.4976
FOOD,CEREALI,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1,3.8617,3,11.5926,08_Agosto,11.59
FOOD,CEREALI,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1,5.4415,12.5,56.2263,08_Agosto,68.02
FOOD,FORMAGG,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000,7.3838,44.77,329.2349,08_Agosto,330.572726
FOOD,FORMAGG,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1,16.7349,12,200.8166,08_Agosto,200.82
FOOD,FORMAGG,FOO.FOR.00017,SCAMORZA AFFUMICATA,KG,GR,1000,9.331,25,238.1559,08_Agosto,233.275
FOOD,FRUTTFRE,FOO.FRU.00008,ANGURIA,KG,GR,1000,1.4229,567.48,553.5614,08_Agosto,807.47
FOOD,FRUTTFRE,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000,1.821,259.1,436.3488,08_Agosto,471.82
FOOD,FRUTTFRE,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000,1.489,316,443.542,08_Agosto,470.524
FOOD,FRUTTSEC,FOO.FRS.00008,SEMI DI GIRASOLE,KG,GR,1000,4.1133,1,4.1133,08_Agosto,4.11
FOOD,FRUTTSEC,FOO.FRS.00009,SEMI DI ZUCCA,KG,GR,1000,10.6913,2,21.384,08_Agosto,21.38
FOOD,FRUTTSEC,FOO.FRS.00011,MISTO ESOTICO,KG,GR,1000,9.3602,3,28.0812,08_Agosto,28.0806
FOOD,FRUTTSEC,FOO.FRS.00012,MISTO FRUTTI ROSSI,KG,GR,1000,12.493,3,37.479,08_Agosto,37.48
FOOD,FRUTTSEC,FOO.FRS.00013,BANANA CHIPS,KG,GR,1000,7.467,2,14.934,08_Agosto,14.93
BEVERAGE,LATTE,FOO.LAT.00008,CILIEGINE 25GR,KG,GR,1000,7.5,35.34,265.05,08_Agosto,265.05
FOOD,MONODOLC,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,PZ,PZ,1,0.1379,219,29.8606,08_Agosto,30.2
FOOD,MONODOLC,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,PZ,PZ,1,0.1381,107,14.5365,08_Agosto,14.78
VARIE,MONOUSO,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1,2.7154,16,43.8703,08_Agosto,43.45
VARIE,MONOUSO,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1,2.9253,6.5,16.8389,08_Agosto,19.01
VARIE,MONOUSO,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,PZ,PZ,1,0.1801,1680,302.5415,08_Agosto,302.568
FOOD,ORTAGGI,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1,3.0293,146.3,379.3473,08_Agosto,443.19
FOOD,ORTAGGI,FOO.ORT.00010,MISTICANZA,PZ,PZ,1,1.211,120,149.9881,08_Agosto,145.32
FOOD,ORTAGGI,FOO.ORT.00016,POMODORI SORRENTO,KG,GR,1000,1.6366,62.2,143.8299,08_Agosto,101.8
FOOD,PANE,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,CF,CF,1,1.1831,82,98.131,08_Agosto,97.01
FOOD,PANE,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,CF,CF,1,1.18,53,62.5465,08_Agosto,62.54
FOOD,PANE,FOO.PAN.00003,PANE CIABATTA,KG,KG,1,3,63.39,190.17,08_Agosto,190.17
FOOD,PANE,FOO.PAN.00017,PANFETTE GLUTEEN FREE GR 75 X 20PZ,PZ,PZ,1,1.8,6,9,08_Agosto,10.8
FOOD,PANE,FOO.PAN.00018,KIT COLAZIONE GLUTEEN FREE,PZ,PZ,1,24.15,3,72.45,08_Agosto,72.45
FOOD,PASTICCE,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,PZ,PZ,1,4.5367,1,4.5367,08_Agosto,4.54
FOOD,PASTICCE,FOO.PPP.00010,"BURRO PER DOLCI 2,5KG",KG,KG,1,6.669,0.3,2.0007,08_Agosto,2.0007
FOOD,PASTICCE,FOO.PPP.00011,MIELE 10KG,KG,GR,1,5.9534,8,47.6272,08_Agosto,47.63
FOOD,PASTICCE,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1,11.4188,0.2,2.2838,08_Agosto,2.28
FOOD,SALUMI,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1,6.7412,18.23,120.9938,08_Agosto,122.89
FOOD,SALUMI,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1,11.6723,20.22,228.4815,08_Agosto,236.01
FOOD,SALUMI,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1,13.9696,31.57,460.4521,08_Agosto,441.02
FOOD,SALUMI,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1,10.8796,49.5,566.9406,08_Agosto,538.54
FOOD,SALUMI,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1,7.7524,56.37,440.8433,08_Agosto,437.002788
FOOD,SCATOLAM,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1,2.9195,140,408.296,08_Agosto,408.73
FOOD,SEMILDOL,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1,15.0618,37,567.0351,08_Agosto,557.29
FOOD,SEMILDOL,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1,14.9028,32,473.9734,08_Agosto,476.89
FOOD,SEMILDOL,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1,14.8271,26,319.0236,08_Agosto,385.5
FOOD,SEMILDOL,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1,10.9522,20,201.899,08_Agosto,219.044
FOOD,SEMILDOL,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1,1.1042,384,424.0041,08_Agosto,424.01
FOOD,SEMILDOL,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1,6.7571,36.37,245.7567,08_Agosto,245.76
FOOD,SEMILDOL,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1,6.7571,47.06,317.9904,08_Agosto,317.989126
FOOD,SEMILDOL,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1,0.3513,1171,411.3753,08_Agosto,411.37
FOOD,SEMILDOL,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1,0.3513,599,210.4309,08_Agosto,210.43
FOOD,SEMILDOL,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1,0.3513,2034,714.5479,08_Agosto,714.54
FOOD,SEMILDOL,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1,15.04,37.72,567.3088,08_Agosto,567.3088
FOOD,SEMILDOL,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1,16.24,35,568.4,08_Agosto,568.4
FOOD,SEMILDOL,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1,0.4629,385,178.2079,08_Agosto,178.22
FOOD,SEMILDOL,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1,0.4629,536,248.1095,08_Agosto,248.11
FOOD,SEMILDOL,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1,0.5021,725,363.5098,08_Agosto,364.02
FOOD,SEMILDOL,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,PZ,PZ,1,0.3271,1219,398.7307,08_Agosto,398.73
FOOD,SEMILDOL,FOO.SDO.00020,CORNETTO PRINCIPINO CREMA 35GRX85PZ,PZ,PZ,1,0.3271,1225,400.6879,08_Agosto,400.7
FOOD,SEMILDOL,FOO.SDO.00021,CORNETTO PRINCIPINO MARMELLATA 35GRX85PZ,PZ,PZ,1,0.3271,1220,399.0445,08_Agosto,399.06
FOOD,SEMILDOL,FOO.SDO.00022,CORNETTO VEG PRINCIPINO CEREAL 35GRX100P,PZ,PZ,1,0.345,125,43.125,08_Agosto,43.13
FOOD,SEMILDOL,FOO.SDO.00023,CORNETTO GF CACAO NOCCIOLE 100GRX12PZ,PZ,PZ,1,2.8662,22,63.0615,08_Agosto,63.0564
FOOD,SEMILDOL,FOO.SDO.00024,CORNETTO GF ALBICOCCA 100GRX12PZ,PZ,PZ,1,2.9,12,34.8,08_Agosto,34.8
FOOD,SEMILDOL,FOO.SDO.00028,PLUMCAKE ARTIGIANALE AL LIMONE 800 GR,PZ,PZ,1,11.6737,36,408.9582,08_Agosto,420.25
FOOD,SEMILDOL,FOO.SDO.00029,TORTA  ARTIGIANALE ALLE MELE 1 KG,PZ,PZ,1,15.0679,27,409.8755,08_Agosto,406.83
FOOD,SEMILDOL,FOO.SDO.00031,CONFETTURA CILIEGIA 900GRX6PZ,PZ,PZ,1,3.1552,3,9.4656,08_Agosto,9.4656
FOOD,SEMILDOL,FOO.SDO.00032,CONFETTURA FRAGOLA 900GRX6PZ,PZ,PZ,1,6.0311,2,12.0622,08_Agosto,12.06
FOOD,SEMILDOL,FOO.SDO.00033,CONFETTURA ALBICOCCA 900GRX6PZ,PZ,PZ,1,6.95,2,13.9,08_Agosto,13.9
FOOD,SEMILDOL,FOO.SDO.00034,CONFETTURA PESCA 900GRX6PZ,PZ,PZ,1,4.0981,1,4.0981,08_Agosto,4.1
FOOD,SEMILDOL,FOO.SDO.00035,MIELE 900GRX6PZ,PZ,PZ,1,10,6,60,08_Agosto,60
FOOD,SEMILDOL,FOO.SDO.00036,SCIROPPO D'ACERO 900GRX6PZ,PZ,PZ,1,7.5,8,60,08_Agosto,60
FOOD,SEMILDOL,FOO.SDO.00037,CONFETTURA FRUTTI DI BOSCO 900GRX6PZ,PZ,PZ,1,6.4808,1,6.4808,08_Agosto,6.48
FOOD,SEMILDOL,FOO.SDO.00043,COPPETTA X MARMELLATA CIALDA 500PZ,PZ,PZ,1,0.0476,500,23.8,08_Agosto,23.8
FOOD,SEMILDOL,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,PZ,PZ,1,16.2484,2,32.4968,08_Agosto,32.5
FOOD,SEMILDOL,FOO.SDO.00047,PANCAKE PREPARATO MACCHINA GR 730,PZ,PZ,1,12.5,55,687.5,08_Agosto,687.5
FOOD,SEMILSAL,FOO.SSA.00011,"PANINI ALPE ADRIA MIX 3,5GRX2,7KG",KG,KG,1,9.5185,45.2,430.2368,08_Agosto,430.24
FOOD,SEMILSAL,FOO.SSA.00012,PATATE SURGELATE LA RISSOLEE GR.700,PZ,PZ,1,2.114,69,145.5553,08_Agosto,145.866
FOOD,SEMILSAL,FOO.SSA.00013,"PATATE SURGELATE A CUBETTI 2,5KGX4PZ",KG,GR,1000,3.117,1,3.117,08_Agosto,3.12
VARIE,MONOUSO,FOO.MON.00003,KETCHUP BUSTINE,CF,CF,1,10.383,2,20.449,08_Agosto,20.77
VARIE,MONOUSO,FOO.MON.00004,PEPE BUSTINE,CF,CF,1,10.27,1,10.27,08_Agosto,10.27
VARIE,MONOUSO,FOO.MON.00005,MAIONESE BUSTINE,CF,CF,1,9.1922,2,17.5288,08_Agosto,18.38
VARIE,MONOUSO,FOO.MON.00007,ACETO BALSAMICO BUSTINE,CF,CF,1,14.3361,1,14.3361,08_Agosto,14.34
FOOD,SPEZIECO,FOO.SPE.00001,ACETO DI VINO BIANCO,LT,LT,1,0.8144,8,6.4087,08_Agosto,6.52
FOOD,SPEZIECO,FOO.SPE.00006,SALE BUSTINE,CF,CF,1,10.5171,2,21.1114,08_Agosto,21.03
FOOD,SPEZIECO,FOO.SPE.00008,OLIO EXTRA VERGINE BUSTINE,CF,CF,1,16.4537,3,49.2629,08_Agosto,49.3611
FOOD,UOVA,FOO.UOV.00001,UOVA FRESCHE L CAT. A X 180PZ,PZ,PZ,1,0.185,5016,886.7404,08_Agosto,927.96
FOOD,YOGURT,FOO.YOG.00002,YOGURT BIANCO KG.5,PZ,PZ,1,10.47,20,209.4009,08_Agosto,209.4
VARIE,CARTBUSA,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1,0.1345,18,2.421,08_Agosto,2.421
VARIE,CARTBUSA,VAR.CAR.00021,CENTRINI MERLETTATI RETTANGO 30X40 250PZ,CF,PZ,250,11,1,11,08_Agosto,11
VARIE,MONOUSO,VAR.MON.00005,TOVAGLIOLO TNT 40X40 (16CFX50PZ),CF,CF,1,3.6749,14,51.4486,08_Agosto,51.45
VARIE,MONOUSO,VAR.MON.00007,TOVAGLIE 100X100 (4CFX25PZ),CF,CF,1,14.002,83,1162.1691,08_Agosto,1162.166
VARIE,MONOUSO,VAR.MON.00017,BIS POSATE PLASTICA 1CFX100PZ,CF,CF,1,8.2608,1,14.1938,08_Agosto,8.26
VARIE,MONOUSO,VAR.MON.00024,SALVALIQUIDI RETTANGOLARI GR750 1CFX50PZ,PZ,PZ,1,0.22,78,17.16,08_Agosto,17.16
VARIE,MONOUSO,VAR.MON.00032,TOVAGLIOLI TNT POKET AZZ40X35(16CFX50PZ),CF,CF,1,4.0476,94,499.375,08_Agosto,380.47
VARIE,RICAMBI,VAR.RIC.00011,NASTRO TEFLON RICAMBIO MACCHINA,PZ,PZ,1,20.2,1,20.2,08_Agosto,20.2
BEVERAGE,ACQUA,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,BT,BT,1,0.1496,1,0.1181,04_Aprile,0.15
BEVERAGE,ACQUA,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1,0.15,-13,-1.9565,04_Aprile,-1.95
BEVERAGE,CAFFETT,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,CF,PZ,20,1.2891,8,9.7027,04_Aprile,10.31
BEVERAGE,CAFFETT,BEV.CAF.00005,THE TWINNINGS PURE GREEN 1CFX25PZ,CF,PZ,25,2.2606,4,10.2884,04_Aprile,9.04
BEVERAGE,CAFFETT,BEV.CAF.00006,THE TWINNINGS EARL GREY 1CFX25PZ,CF,PZ,25,1.905,5,9.0076,04_Aprile,9.53
BEVERAGE,CAFFETT,BEV.CAF.00007,THE TWINNINGS FRUTTI ROSSI 1CFX25PZ,CF,PZ,25,1.9015,7,17.8787,04_Aprile,13.31
BEVERAGE,CAFFETT,BEV.CAF.00009,DIETOR,CF,CF,1,2.4505,3,0.7763,04_Aprile,7.35
BEVERAGE,CAFFETT,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,CF,PZ,25,3.2405,5,15.0212,04_Aprile,16.2
BEVERAGE,CAFFETT,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,CF,PZ,20,3.211,24,77.6945,04_Aprile,77.06
BEVERAGE,CAFFETT,BEV.CAF.00025,ORZO SOLUBILE 250GR X 20,PZ,PZ,1,24,4,96,04_Aprile,96
BEVERAGE,CAFFETT,BEV.CAF.00026,CAFFE AMERICANO SOLUBILE 500GR X 10,PZ,PZ,1,3.46,4,13.84,04_Aprile,13.84
BEVERAGE,CAFFETT,BEV.CAF.00028,LATTE SOLUBILE 500GR x 20 pz,PZ,PZ,1,5.7915,33,4.785,04_Aprile,191.1195
BEVERAGE,CAFFETT,BEV.CAF.00004,CAFFE IN GRANI BREAKFAST,KG,GR,100,15,23,345,04_Aprile,345
BEVERAGE,LATTE,BEV.LAT.00001,LATTE INTERO UHT LT.1,LT,LT,1,1.216,27,31.977,04_Aprile,32.83
BEVERAGE,LATTE,BEV.LAT.00002,LATTE DI RISO LT.1,LT,LT,1,1.3208,-1,-1.4029,04_Aprile,-1.32
BEVERAGE,LATTE,BEV.LAT.00003,LATTE DI SOIA LT.1,LT,LT,1,1.6799,4,5.7675,04_Aprile,6.72
BEVERAGE,LATTE,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,LT,LT,1,1.04,10,10.0111,04_Aprile,10.4
BEVERAGE,LATTE,BEV.LAT.00005,LATTE UHT SENZA LATTOSIO 1LT,LT,LT,1,1.23,2,2.18,04_Aprile,2.46
BEVERAGE,SOFDRINK,BEV.SOF.00024,SUCCO ARANCIA ROSSA BRICK 1LT,LT,CL,100,1.4133,6,8.4798,04_Aprile,8.4798
BEVERAGE,SOFDRINK,BEV.SOF.00026,SUCCO ANANAS BRICK 1LT,LT,CL,100,1.4133,8,11.3064,04_Aprile,11.31
BEVERAGE,SOFDRINK,BEV.SOF.00046,"SUCCO ARANCIA BIONDA DERBY 1,5LTX6",LT,CL,100,1.25,61.5,76.2352,04_Aprile,76.88
BEVERAGE,SOFDRINK,BEV.SOF.00047,"SUCCO ANANAS DERBY 1,5LTX6",LT,CL,100,1.2089,36,52.6,04_Aprile,43.52
BEVERAGE,SOFDRINK,BEV.SOF.00048,SUCCO ARANCIA ROSSA PFANNER 2LT,PZ,PZ,1,1.845,3,5.535,04_Aprile,5.54
BEVERAGE,SOFDRINK,BEV.SOF.00049,SUCCO ACE BRICK 1LT,LT,CL,100,1.4133,9,12.7197,04_Aprile,12.72
BEVERAGE,SOFDRINK,BEV.SOF.00050,"SUCCO ARANCIA ROSSA DERBY 1,5LT",LT,CL,100,1.1625,45,58.16,04_Aprile,52.3125
BEVERAGE,VINOBIAN,BEV.VIN.00010,VINO BIANCO PER CUCINARE,LT,LT,1,1.3326,1,1.35,04_Aprile,1.33
FOOD,BURR,FOO.BUR.00001,BURRO MONO 1CFX100PZ,CF,PZ,100,10.6585,5,44.5,04_Aprile,53.2925
FOOD,BURR,FOO.BUR.00002,BURRO 1KG,KG,KG,1,8.7871,3.4,25.2704,04_Aprile,29.88
FOOD,CARNEROS,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1,7.664,27.87,209.0236,04_Aprile,213.6
FOOD,CEREALI,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1,3.8219,4,0.5926,04_Aprile,15.29
FOOD,CEREALI,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1,5.1664,5,24.9556,04_Aprile,25.83
FOOD,CEREALI,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1,3.8617,2,8.694,04_Aprile,7.72
FOOD,CEREALI,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1,5.4415,7,30.24,04_Aprile,38.09
FOOD,FORMAGG,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000,7.3838,23.1,166.4257,04_Aprile,170.56578
FOOD,FORMAGG,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1,16.7349,5,83.9625,04_Aprile,83.67
FOOD,FRUTTFRE,FOO.FRU.00001,ANANAS,KG,GR,1000,2.3699,181.8,380.4966,04_Aprile,430.85
FOOD,FRUTTFRE,FOO.FRU.00002,ARANCE,KG,GR,1000,2.3627,160.5,256.8,04_Aprile,379.21
FOOD,FRUTTFRE,FOO.FRU.00003,LIMONI,KG,GR,1000,2.7427,13.5,20.3063,04_Aprile,37.02645
FOOD,FRUTTFRE,FOO.FRU.00005,ARANCE NAVEL,KG,KG,1,1.44,6.095,8.7768,04_Aprile,8.78
FOOD,FRUTTFRE,FOO.FRU.00007,MELE,KG,GR,1000,2.8494,9,13.5,04_Aprile,25.64
FOOD,MONODOLC,FOO.MDO.00001,BIFETTE MULINO BIANCO GR17X100PZ,PZ,PZ,1,0.1379,11,1.4491,04_Aprile,1.52
FOOD,MONODOLC,FOO.MDO.00002,BIFETTE INTEGRALI MULINO BIANCO17GRX100P,PZ,PZ,1,0.1381,64,8.544,04_Aprile,8.84
VARIE,MONOUSO,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1,2.7154,13,30.9689,04_Aprile,35.3
VARIE,MONOUSO,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1,2.9253,2,4.5712,04_Aprile,5.85
VARIE,MONOUSO,FOO.MON.00010,NUTELLA MONO 15GRX120PZ,PZ,PZ,1,0.1801,442,80.665,04_Aprile,79.6
VARIE,MONOUSO,FOO.MON.00012,ZUCCHERO SEMOLATO ERIDIANA 1KG,KG,KG,1,1.2315,17,20.9266,04_Aprile,20.94
FOOD,OLIO,FOO.OLI.00002,OLIO DI GIRASOLI 5LT,LT,LT,1,1.4664,15,5.19,04_Aprile,22
FOOD,OLIO,FOO.OLI.00003,OLIO D'OLIVA EXTRA VERGINE LT.5,LT,LT,1,9.8347,2.5,23.1,04_Aprile,24.59
FOOD,ORTAGGI,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1,3.0293,48.487,145.461,04_Aprile,146.88
FOOD,PANE,FOO.PAN.00001,PANE BIANCO IN CASSETTA GR.400,CF,CF,1,1.1831,40,47.2,04_Aprile,47.32
FOOD,PANE,FOO.PAN.00002,PANE INTEGRALE IN CASSETTA  GR 400,CF,CF,1,1.18,34,41.31,04_Aprile,40.12
FOOD,PANE,FOO.PAN.00003,PANE CIABATTA,KG,KG,1,3,35.2,123.2,04_Aprile,105.6
FOOD,PANE,FOO.PAN.00004,PAN BAULETTO GF MULINO BIANCO,PZ,PZ,1,2.99,1,2.99,04_Aprile,2.99
FOOD,PASTICCE,FOO.PPP.00001,ESTRATTO DI VANIGLIA LIQUIDO,PZ,PZ,1,0.648,5,3.24,04_Aprile,3.24
FOOD,PASTICCE,FOO.PPP.00002,FARINA PER DOLCI 1KG,KG,KG,1,1.7102,7,12.012,04_Aprile,11.97
FOOD,PASTICCE,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,PZ,PZ,1,4.5367,2,9.0733,04_Aprile,9.07
FOOD,PASTICCE,FOO.PPP.00009,ALBUME D'UOVO 1LT,LT,LT,1,3.35,2,8.48,04_Aprile,6.7
FOOD,PASTICCE,FOO.PPP.00010,"BURRO PER DOLCI 2,5KG",KG,KG,1,6.669,1,6.669,04_Aprile,6.67
FOOD,PASTICCE,FOO.PPP.00013,CIOCCOLATO FONDENTE,KG,KG,1,11.4188,0.5,6.6688,04_Aprile,5.71
FOOD,PASTICCE,FOO.PPP.00016,MARMELLATA ALBICOCCA,KG,KG,1,5.9879,1,5.9867,04_Aprile,5.99
FOOD,SALUMI,FOO.SAL.00001,MORTADELLA IGP,KG,KG,1,6.7412,3,19.4399,04_Aprile,20.22
FOOD,SALUMI,FOO.SAL.00002,PROSCIUTTO COTTO MORGESE,KG,KG,1,7.6397,16.998,129.86,04_Aprile,129.8596206
FOOD,SALUMI,FOO.SAL.00003,SALAME MILANO FIORUCCI,KG,KG,1,11.6723,9.9,110.2439,04_Aprile,115.55577
FOOD,SALUMI,FOO.SAL.00004,PETTO DI TACCHINO FERRARINI,KG,KG,1,13.9696,16.1,225.9836,04_Aprile,224.91
FOOD,SALUMI,FOO.SAL.00005,PANCETTA / BACON,KG,KG,1,10.8796,18.056,196.8946,04_Aprile,196.44
FOOD,SALUMI,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1,7.7524,-0.792,-6.3922,04_Aprile,-6.14
FOOD,SCATOLAM,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1,2.9195,80,186.88,04_Aprile,233.56
FOOD,SEMILDOL,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1,15.0618,13,130,04_Aprile,195.8
FOOD,SEMILDOL,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1,14.9028,15,185,04_Aprile,223.542
FOOD,SEMILDOL,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1,14.8271,12,117.6,04_Aprile,177.93
FOOD,SEMILDOL,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1,10.9522,10,92.3077,04_Aprile,109.522
FOOD,SEMILDOL,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1,1.1042,264,291.5,04_Aprile,291.51
FOOD,SEMILDOL,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1,6.7571,18.96,128.1154,04_Aprile,128.11
FOOD,SEMILDOL,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1,6.7571,27.46,185.5511,04_Aprile,185.55
FOOD,SEMILDOL,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1,0.3513,524,184.0837,04_Aprile,184.08
FOOD,SEMILDOL,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1,0.3513,300,105.3914,04_Aprile,105.39
FOOD,SEMILDOL,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1,0.3513,549,192.8617,04_Aprile,192.86
FOOD,SEMILDOL,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1,15.04,14.5,218.08,04_Aprile,218.08
FOOD,SEMILDOL,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1,16.24,13,211.12,04_Aprile,211.12
FOOD,SEMILDOL,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1,0.4629,222,102.7588,04_Aprile,102.7638
FOOD,SEMILDOL,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1,0.4629,260,120.3482,04_Aprile,120.35
